User Name ,Date,Rating,Content
Aleksandar Rakić,2023/05/26,5,"Fun game, nice timekiller, saves runs when you quit out so no fear of losing a run when you have to take a long break."
Chris Underwood,2023/05/31,3,Decent but shallow game. Decent time sink while listening to audiobooks. Minus one star because the game wouldn't leave me alone until I rated the game. 4 stars is fair without the obsessive review soliciting in a paid game.
Liuv13,2023/05/24,5,"This is the best game I've played on phone in awhile. Plenty of content and goals to aim for, with a very satisfying game loop."
Anton Galica,2023/07/27,5,"awesome lil roguelike, easy to learn, a bit tough to master"
Wei Wei Lee,2023/07/27,5,good game. wish can update as fast as pc version
Alexander Beckett,2023/09/26,5,so awesome fun and quarky
Truth Shockwave,2023/04/27,5,Absolutely fantastic and unique roguelike game (I've played a lot of them) tons of weapons abilities and combinations. Great art and fps. Runs like a potato. I couldn't ask for more!
Chuck Norris,2023/07/31,1,My brother has VIP I got this thinking it was the same due to they both having a premium thing only to find out they're nothing alike!
Joe Jensen,2023/10/14,5,Please add more characters to the game
Albert Wang,2023/06/13,5,Played the PC version in pre release / open alpha. Game is so much more feature rich and even better than before. So happy the devs released a mobile version. Great stuff!
Shun Liang Chen,2023/06/10,4,Additive game!! But I can't sync game save to multiple devices even though it shows green stick.
Mark Rader,2023/08/27,5,worth the 5 bucks. very fun roguelike
Kevin Comfort,2023/05/23,5,It's a fun game I've put many hours into. The devs are releasing new content and patches which is great. I'm a fan!
Andrew,2023/09/09,2,No controller support
Thomas Fjord,2023/07/23,5,Like the mobile games of old. One upfront price
Joe Brereton,2023/09/30,5,fantastic in it's depth for 5$
Circa AD 1975,2023/08/03,5,fantastic...period. I'm tempted to get this on my steam deck!
James Bray,2023/08/06,5,fun little game with no problems seen thus far.
Conor Doyle,2023/06/20,5,Great app. Love the pc experience and this has 0 downsides. Runs great and is super fun. Awesome progression and worth every penny
Keni Watson,2023/11/09,5,i am obsessed with this game no drawbacks in my opinion
Tyquarryious McBarious,2023/10/21,5,best game of all time
ethan makurat,2023/10/18,5,this game is very fun
Vickie Trump,2023/07/15,5,Very fun game. Keeps me entertained for hours.
krn BBQ,2023/11/10,3,won't stop asking for a rating
Amanda Martinez-Prochet,2023/10/22,5,I love this game it's so good
Beexsee123,2023/10/23,5,Are you gonna add adventure mode to mobile?
Alex Martt Burn,2023/10/20,3,"Good game, butcher still stronk af"
Vaughn Joshua Pyne,2023/05/28,5,"Love the game I have lots of hours on the PC version as well. When can we expect this version to be in line with PC? With pruner, streamer character, etc."
caid bleess,2023/05/21,5,Never a huge fan of the movement in mobile games like this but I also own the game on PC and it's very good on that.
Sarah,2023/05/10,5,"Edit* Awesome work from the developers, in less than 48 hours they seems to have fixed and pushed and update for my issue. Definitely going to be spending many hours in this game. Fun game that eats time however latest update seems to have broken controller support."
Natsu Hasegawa (Oppenz),2023/05/05,5,"Have it on my PC that is sadly not potato because it's a high end one. I was sad for a long time since that meant I'm not a true brotato. Not anymore though, because now I can play Brotato on my potato Phone. Thanks, now I can finally create the ultimate brotato on a potato."
Andrew Lee,2023/04/28,3,I've played a lot now. This game is very fun. If you like roguelikes or vslikes this is a very good entry. Cant rate it 5 stars though because of a game breaking bug regarding the butcher boss on higher difficulties.
Duncan Salisbury-Jones,2023/03/31,5,"At first I didn't see the appeal (apart from a weapon wielding potato) but playing on, it's a really fun game. Lots of experimentation with different builds. Glad I bought it."
Mitchell Capraro,2023/04/08,3,"Fantastic game! My only issue is that when I'm using Bluetooth audio, it has a slight delay that really isn't pleasant."
Chris,2023/05/10,5,"This update has corrected the vast majority of the problems with the game. These devs have really put together a great mobile port of Brotato, even if there were some issues along the way. Huge props to Erabit for being good devs."
Jan Reichner Casilio,2023/04/19,4,Its a fun game but whats with the enemy movement speed. I tried playing a full speed build with the pacifist and the explorer but the enemies always accelerate till they just zip around the map.
TJ Deller,2023/03/29,4,It's good but I'm really hopeful for a patch soon to work out some of the bugs. It's not linking to Google play and it's not saving. Reminds me of the android paunch of slay the spire.
Kyle Grindberg,2023/04/01,5,"Edit:Fixed! It's now showing the green checkmark! Great game, but as of right now cloud saves are broken on Android. I'm signed in on my play games app, but there is still a red x for cloud saves."
Sazabi Prime,2023/03/29,4,"Works great on mobile, however its not running the same version as the pc version, certain items are missing and the item stats are different"
Alexander Tsalle,2023/05/09,5,The game is finally fixed and just as fun as it is on PC! Definitely recommend as in my opinion this is one of the best mobile experiences out there. For me this is just such a satisfying game.
Shawna Beauchot,2023/05/13,5,The game is great! In the latest update you fixed the glitch that made it so you could get infinite uniques which was broken (doesn't make me mad) Overall I would give a 10/5 If I could!
paul blaga,2023/05/11,5,"If you play this game with controller, it's the same as pc experience. Onscreen controller is too slow and feels lagging."
Cole McEgg,2023/03/28,5,Pretty dang fun. As expected from my extensive play of the desktop version. Not even a real complaint or a realistic suggestion but I'd love to see community content somehow!
Alpha WOLF,2023/05/06,4,"Great game, lots of characters and weapons.. upgradable weapons! But I'm struggling to even beat difficulty 0! Have played for 3 weeks. Not one win yet."
Nick Sant,2023/05/09,3,"Nice update to improve parity with the steam version, but the update also removed native support for my joypad (gamesir x2 pro). Please add this back in so I don't need to use a remapper app :/"
MrPooBTW,2023/03/28,5,"Ive been waiting for this and my god am i pleased. I would like to see an option to make the HUD a bit bigger, as it is right now its a bit difficult to see my HP because my phone has the camera cut out."
JuanRaul Gonzalez,2023/03/28,5,Great graphics and easy to understand game. One problem is the cloud saving doesn't work.
Peter B,2023/05/14,2,It's just too unforgiving. You either get lucky with upgrades or you die instantly unexpectedly at higher waves.
Francisco Barragan,2023/04/03,4,This would be 5 stars if it had a save/continue game function. Huge shame to lose a run if you have to stop playing midway.
Just Adream,2023/05/13,5,"awesome game, wish more games were one time pay with full features. Games with dlcs really ruin the fun. Especially games with $100 dollar buying options.. yuck disgusting game developers. Props to you and incredible game🙌🏽"
Space Fog IL,2023/04/29,5,"best game on the play store, reminds me of : rouge gensia, vampire survivors, etc... but really well made and best concept and execution."
Marius,2023/05/04,5,"Thank you for putting it on app store. As a long term player, I believe the damage of the bosses should be nerfed. Also their animation slowed a little bit"
squidward has a gun,2023/04/03,4,I have been playing this game for a bit and it is very fun and their is lots of options on how you play but it gets a bit repetitive really quickly overall good game.
renato grottesi,2023/04/06,5,Super fun and addictive game! 😁 Very much appreciated that it was developed with Godot: it doesn't overheat the phone and it uses very little battery 👍
Tricka,2023/04/12,5,"I enjoy this game a lot. I watched DF play it, and then it came to mobile. It's worth the cost for a simple time killer."
Chris Beran,2023/07/17,2,"Ok game, but it's really aggressive with the ""Please review..."" popups. Here's your 🤬 review. Let me play the game!!"
Jon Jon,2023/06/22,5,Far better than their free version since you can't beat the game in a day or so.
Ahmad Mohsen,2023/05/20,5,"Thank you so much for porting the game to android, it's amazingly fun and also quite challenging."
Tha King,2023/04/21,5,Best roguelite on mobile! Great job porting it to mobile! It feels so much easier to play and I hope you allow the mods to transfer as well from GMO and infinity!
Dillion D,2023/08/21,4,love this game please add mods to this like on pc
BiLLy OceaN William McGonigle,2023/06/09,5,I love this game I am just confused. Is the other version that was just released a more updated version? Is there no way to carry our unlocks over to that one?
Kristin Avedian,2023/07/05,5,it's just a really fun and well developed game. thank you
Ben Bradford,2023/04/20,5,A near perfect recreation of the desktop version that does not destroy your battery life. A perfect survivorlike.
Jason13thofFriday,2023/05/20,4,"Modeled after Vampire Slayers is pretty obvious, but that's a good thing. This game is pretty fun!"
Aura,2023/04/01,5,You kept keyboard controls in this one! Thank you! (You should really update 20 Minutes Til Dawn to add in keyboard and mouse controls too!)
Brandon Floyd,2023/05/28,5,this game is definitely awesome. it's takes the best parts of these style games and combines them.
Sartre plagiarized my unborn self for too long,2023/04/02,5,"Great game but it is 1:1 the pc version and on the smartphone you just can't have the same control, so difficulty 4 and 5 are legit impossible."
Donald Sparks,2023/04/17,5,"great. used to play a game vaugly like this, but without classes. but yes. this is good game. won't let drunk me type cause sideways profile. but for sure worth buying"
Yvan Rennier Viado,2023/04/10,5,I really love the game. The only problem is that i already finished Mod 4 using Bull and i finished Mod 0 using Brawler and my progress was reset to Mod 1. I can't use Mod 4 anymore. Please fix
Tamás Vágási,2023/04/10,5,"Awesome game, totally good time waster. Would be great to have a built in wiki explaining what each of the stat does."
Rafael Jardines,2023/06/04,5,"super fun. this and pickle pete, vampire survivors, and 20 mins till dawn are the best of these kind of games in the android store"
Roger Wu,2023/10/15,5,way too fun
Michael Duvall,2023/04/27,5,"mobile version of a great game. one time price, no microtrans BS! Plays will on a small screen."
Corbin Collins,2023/03/28,5,I love how easy it is to understand what items do and what effects they have. It's like a PC game but on your phone. It's a fun game would recommend.
Ben Kennard,2023/04/25,3,Wanna give it 5 stars cause it's actually really fun but the bugs with progress being reset what seems like randomly is what's stopping that
William Hill,2023/07/23,5,I really enjoy the game and hope that more updates come and new games from the studio that made this game
Jordan Harrison,2023/04/18,4,it's a pretty good port. the transition from PC made it a little harder to play on mobile but it's fun
Kylei Weisse,2023/05/09,5,"played through it on steam with 100%, it's the same game exactly, and the controls work great."
whosecamisthis,2023/06/24,5,"amazing and perfect, play if you love Issac and similar rougelikes"
Chenisse Simpkin,2023/05/19,5,Super addicting! I really enjoy pummeling the bad guys and seeing how far I can make it and survive
HURY stone,2023/05/14,5,"Bro this game is fire. Addictivelly spicy. Challenging at it finest with so many unique brotatos, items and weapons to experiment."
Robert Smith,2023/08/16,5,Greatest potato game ever!
Brandon Koch,2023/05/15,5,Really fun game can pick up and play. Enjoy the animations and gameplay.
zZalexisZz z,2023/09/19,5,love the variety
Miguel Martinez,2023/09/16,5,amazing And addictive
David Ager,2023/05/30,5,It's a great game I enjoyed watching plenty of people play it on YouTube. I have been enjoying myself playing it quite a bit.
Danie van der Schyff,2023/07/18,5,Back to 5 star rating after the recent bug fixes.
Tristan Smith,2023/06/13,5,Brotato is a fun game that is a great passtime and is easy to pick up and play.
Matthew Pratama,2023/07/04,4,update too slow compared to pc
David Chan,2023/04/18,5,didn't expect it on mobile. so much fun But level 16 enemy have hyper speed. Cannot win in some character
Vi Pro,2023/07/22,5,25% difficulty is fun!
Chase Jok,2023/07/14,5,"addictive and fun, I've bought it twice"
Johnny C,2023/07/11,5,perfect version of the PC game
Muhammad Firdaus,2023/07/06,3,Bug for -20% speed Cannot be obtained
Nicole Ploof,2023/08/07,5,Love this game but add more characters plz
jake kenning,2023/07/26,5,great game for pc and mobile
Chris K.,2023/07/15,4,"some ui issues, but great otherwise."
Luke Finch (Lukeigi374),2023/06/25,4,"Epic game, slightly too hard."
Josh Darden,2023/07/22,5,"not pay to win, so rare now,, great game"
Gord Cooper,2023/07/30,5,I stopped the game just to rate it five stars!
Danny Del Castillo,2023/08/12,5,Most fun ive had in a mobile game in years
Stanley Smith,2023/07/05,5,Very fun offline game!
Ash O,2023/07/09,5,"solid game, very fun"
Danny Paduraru,2023/07/05,4,i wish it would had the same updates as the pc version :(
Kevin Articulo,2023/07/17,3,Cannot unlock -20% speed and 15 seconds boss kill
Sven Görgl,2023/06/26,5,"well it's brotato, freakin amazing game, 5stars without a doubt"
David,2023/08/11,5,"Worth the 4.99$, good quality premium fun ;)"
Joseph Doslovich,2023/10/19,5,A lot of fun
Yeet Loaf,2023/03/29,3,"Fun game, but very difficult, also despite claiming there's a difficulty slider there isn't one, so im slightly frustrated"
Korbin Allseitz,2023/04/10,4,Big fan of the game. My only complaint is that the food can be a bit annoying to git as there is no zone that sucks it is like the money.
Alex Eastwood,2023/06/21,5,works great if you don't mind tough control feeling a tad sluggish it's the pc version mobile.
Owen F,2023/03/29,5,"Very fun game. Looked good on PC, and I'm glad it's finally on Mobile. This game makes me want to bust."
Tegan Fredericksen,2023/04/03,1,Google play sign in doesn't work and it doesn't give me the option to sign in and resets my progress.
Attacked by Snakes,2023/10/04,5,Life-ruining. It's currently 4 AM. I started playing at around 12:30 and told myself I'd just finish a round from earlier today.
Inkling Baggins,2023/05/14,5,"Enjoyable, would def recommend to fans of the PC version, as well as everyone else."
Jan Robert Gregorio,2023/03/28,4,EXCELLENT PORT! Please add MOD Support and endless mode! It's the only thing left missing for this perfect mobile game 🥔
Julian Gibbs,2023/05/03,5,"Very interesting I never seen a game that you could hold 6 weapons at once, and use them at once."
Fernando Pinzon,2023/04/10,5,It's definitely worth the buy if you can get it! I've wanted to get it on Steam but loved it even better on mobile!
Ben W.,2023/07/09,3,Needs more content.
Mark Barton,2023/08/01,5,Well made game that knows what it is and does it well
Balyn,2023/05/17,4,"This app is amazing, but the brutes who charge towards you are way to strong, its impossible to kill them and they one shot you"
Chris S,2023/07/06,5,So good I bought it for my steam deck too.
Dot 2375,2023/04/30,5,"Onpar with v survivors on gameplay and simplicity, the pacing is better though and u can get that dopamine faster with less grinding."
Ashley C,2023/06/16,4,"Fantastic, just a shame the version is behind the free/ad supported release."
Tiny Bit,2023/04/30,4,Games great except i loose all my level progress whenever i win on a lower level with a different character
Chester Glenn,2023/06/23,5,I downloaded it and never stop playing it.
The IronRogue,2023/05/08,5,"This is a great mobile port, however I want to see the developers continue to update the mobile with the same patches PC players are experiencing 👌"
Andrew Gabrielli,2023/06/18,5,this is the proper PC Port. awesome game. don't get scammed like me on the other brotato premium APP.
Jason,2023/06/22,5,Having a great time. I am hardcore gamer in general and can confirm this one is good 👍
Damian Rogers,2023/05/23,5,The premium version was a .just for me. Really enjoy the gameplay loop.
Claire,2023/07/14,3,Needs joystick sensitivity setting. Too much deadspace / movement required.
Andrew Johnson,2023/05/24,5,"I own it on steam and phone. The phone version is a solid port, 5/5"
Sam Aghouh,2023/05/21,5,"Difficulty issues were fixed, game is much more fun now."
Keegan Fish,2023/06/02,5,really do wish they would keep up with the pc version but otherwise a dream rouglite
Cole Cooper,2023/06/05,4,It's the best game for computers and now it's on phone! It's very good and I recommend for anyone.
Calvin Nelson,2023/06/04,5,it's perfect. Thanks for making a good mobile game we don't have enough like this.
monke boi,2023/06/17,5,super fun rouge like! controls are perfect for mobile!
Dan Hammond,2023/06/16,5,"Top notch game. Fun, addictive, with no bs. This is how mobile should be. Big ups"
Khristian macone,2023/06/24,5,Very fun and enjoyable.
Charlie barkin,2023/07/05,4,Why doesn't this show up available for family library
Anirban Bhunia,2023/05/28,5,Just awesome. Easy to learn hard to master
Jeremy Scribner,2023/05/15,5,Day one bought this game no issues ever surprised so many people are having em a must have for anyone who likes any kind of action rougelike or bullet hell amazing game dont listen to my review follow your heart
Demitrus Ward,2023/05/10,4,"Brotato is a great game, but still needs some fixes like how I lose some progress when I log back in"
LordWoolf,2023/05/01,5,"I have brotato on steam (pc) and as soon as I seen it on the phone I immediately bought it, and now I can't put it down."
Rusty White,2023/05/11,3,"fun but very plain, no individual levels, and no chatacter weapon and armor feature."
Dan,2023/04/09,4,Great port to a great game. Keep content coming to catch up with PC version please.
Michael Paulsen,2023/07/13,5,great time sink and great difficulty scaling.
Daniel G. Tan,2023/04/22,4,"Nice port, i have the PC version and things are better balanced over there. What's taking so long to get those in this game?"
TheWhyNLR,2023/04/02,5,Wil this be Cross Saved I would like to grind it on my phone when I'm not at my PC if you can make it Steam linked that'll be cool.
Sloppy Toast,2023/04/04,5,One of my top favorites an it was discounted at launch worth it especially if you like endless fun an potatoes 🤣 can't wait for future updates
Devin Erbes,2023/03/29,5,"Easy, fun, no ads. Should add a ""dev"" mode to play around with op builds. 10/10"
Michael Britton,2023/04/13,3,Fix the progress not saving. The game is not saving the progress after exiting the game.
Chase Teasley,2023/06/06,4,The mobile version is behind the curve with the content patches
Callum Timings,2023/04/21,5,Love this game. It works great on the phone and if you like VS or 20MtD then you will love this.
Hector Labios,2023/05/13,5,great game to have while taking a break or while getting a little free time after work... keep the updates coming
Ashley Dela Rosa,2023/04/10,3,"Needs more polish, more expensive than its PC counterpart but somehow have less features."
jeremicci Mcgill,2023/04/08,4,"It isn't the exact same experience as PC, but overall it's a good V1 port."
Wes Lanning,2023/05/30,4,"Fun game, but still not as up to date as the PC version."
Ariz Khan,2023/04/09,1,This game is amazing but please add mod support I understand that coding is hard but if this is possible to add please add it in the game for example the rainbow chest mod btw if you are reading this then have a blessed day Edit:also difficulty setting
t “Ziggie” a,2023/10/20,5,Jack won't unlock
burger man,2023/11/06,5,it's like my own child
Earnest Jenkins,2023/11/04,5,fun time waister!
Ethan LeBlanc,2023/04/15,5,"Amazing game that is very fun and entertaining, has kept me busy for hours on end"
sean soriano,2023/05/04,5,"it's really good and it has a lot of that ""new game potential"" download and get a head start"
Lars Denhart,2023/04/29,1,Quite simple and boring compared to PC. Buy the cpu version if you can.
Jonny Chalmers,2023/07/14,4,5 stars if there was a vertical option for gameplay
Nakota Whiteowl,2023/06/15,5,"I have this on steam and mobile, it's that good. An awesome game, highly recommend."
Jacob Bergen,2023/04/16,5,"incredible replayability. Bought this game on Steam already, but needed it on the go."
Breach,2023/07/13,4,"love the game I would pay more if it had the ability to add the workshop for mods from Steam, is this a future update?"
Don Hui (x3maniac),2023/03/28,5,Spent hours upon hours on the PC version and now I get to do it all over again on my phone! Don't think just get this game
JoshC409,2023/04/11,5,"I'm a huge fan of the binding of isaac, so when I saw the game to pre-registration I got excited. I enjoy the game very much, I haven't beat it yet thou haha"
Tyler Knapp,2023/04/29,1,Difficulty is way to hard compared to PC version haven't been able to even beat Difficulty 0
Jay V,2023/03/29,5,"Yessssssss.... finally!! My favorite survival game. Have it on Steam, now I can play anywhere. You rock!"
Jon Comeau,2023/04/27,5,Absolutely amazing! love this on PC and this is a great port.
Albert,2023/05/06,1,"Fix the chef boss at wave 11, cant progres pass difficulty 3 with any characters cause of this bs, enjoy this 1 star"
Daniel John,2023/05/15,4,Great port and devs have been quick to update a few mobile specific issues.
Jimmy Bishop (Captain1Cav3man),2023/05/05,5,"I love this game, but damn is it hard. I'd say it probably needs a little more balancing."
Zyco,2023/04/27,1,the account is not sync in my other devices. Both progess are not same.
José Luis Torres García,2023/03/30,5,"Great game, really fun. Thanks for fixing cloud saves 👍."
N S P,2023/03/30,5,Cloud save not working on Android Update: issue fixed. Thank you
Patrik,2023/05/08,5,Wery well made super good no bugs power ups are great characters very detailed goodly made so good!
Aaron Buie,2023/05/07,5,"so glad it came to mobile, almost bought a PC just for this game, thanks for saving me 800"
jersky,2023/04/29,4,Just needs controller support in menus. 5 stars with that.
Nikita Petrov,2023/03/29,5,It's pretty fun random bullet hell. Thanks for bringing this to mobile.
Connor Hutchinson,2023/04/18,5,"simple roguelike kill-em-all game. simple, clean, well made fun"
Steven Chung,2023/05/04,1,Game breaking bugs that are put on the backburner for new content.
Dan Bristow,2023/03/28,5,"Lives up to the PC version, great port overall."
Gilly Gil,2023/04/13,5,Awesome game play. Hope they continue to add new features.
Rainbowkid7,2023/04/07,5,"This game keeps me occupied for super long,Also really fun and hard."
Twree31,2023/04/30,5,great game just like the pc version and I haven't had a single bug yet
Mar boe,2023/05/10,5,"Best game ever! Great work with patching, team!"
J0HNNY ZER0,2023/05/11,4,Love this game can't wait for more updates to make it just as good as the pc version
BlackCat,2023/04/01,5,"I always wanted this game but I never had a pc, but when this came to mobile, I was so happy and I bought it instantly"
Eugene Wong,2023/04/12,5,"excellent, great fun with all diff classes and weapons"
Shane Strickland,2023/04/21,5,Fun game. A great distraction well worth the price tag.
Meko Setiadhy,2023/07/08,5,hopefully the latest pc updates arrive soon
Chewasaur,2023/04/23,5,"really fun, lots of replayability and runs really well"
Matthew Curley,2023/05/10,5,This game is really fun and runs well on lower end devices!
Joe Crawford,2023/05/21,5,glad to have a computer quality well adjusted to my pocket.
Edwin Lin,2023/04/12,5,Addictive game that can be played in short interval.
TJ Wilson,2023/05/05,2,This game is way too difficult the pc version is way easier
Ethan Owens,2023/03/31,5,Played on steam first it is very good but I didn't expect it to get #1 so fast in action (obviously in paided action category)
Ben Oleary,2023/04/06,4,Geart game .. needs some variety somehwhere maybe maps or mobs or even co-op?
William Rude,2023/04/11,5,fantastic game. it's a great waste of time to hang out
TTv Trashcan,2023/09/10,5,Hard but good
Logan King,2023/05/04,4,I will up this to 5 stars if you can explain to me why the free version has stuff that I can't grind to unlock like extra talent slots i already paid
Agoonga,2023/04/11,5,"as soon as I found out a game I had been playing was a rip-off of this game, I knew I had to try this asap. did not disappoint."
Tim Sell (timmo78),2023/05/09,5,"New update is a vast improvement, Thank you for listening, 🙂"
Nicholas Fochi,2023/04/10,5,really fun! definitely worth the money if you like this style of game
James Russell,2023/03/28,5,Fun game. Well designed and worth the money.
Morkys Mainline,2023/05/23,5,Easily one of the videogames of all-time
B D,2023/06/16,5,Great roguelike bullet hell; fantastic little time waster!
劳景楠,2023/05/03,5,Why my progress on phone can't sync on my android tablet?
Dan DeWitt,2023/07/12,5,Absolutely stupid amounts of fun
Rob St. John,2023/07/22,5,just so much fun to play.
Victor Taylor,2023/04/11,5,Top 5 of these kinds a games. Just buy it! You know you want it!
Bret,2023/04/11,4,Fun but please fix the speed buffers on wave16
Nekomata,2023/07/16,5,beat it on steam. best mobile game I've got
Rohan Skoglie,2023/05/07,5,fantastic game that i have countless hours on pc with.
dracaras blacknight,2023/05/10,5,best survival game ever. glad they finally got it on mobile.😁
Colin West,2023/09/16,3,please stop popping up?
s Soldier,2023/09/05,4,fisherman is fun
rodrigo zavala,2023/04/23,5,It is great and love the game but control's could be better
Shruti Salghur,2023/05/22,5,this game is so good Love it 💕 the different difficulties this game is awesome
Billy Wilson,2023/03/28,5,"Like pc but mobile, fingers crossed for mods."
Brandon Jones,2023/06/21,5,Solid game! Lots of variety.
Daz,2023/10/11,2,Would be a good game if there was at least SOME progression...
Lloyd Weathers,2023/06/30,5,great game great variety!
Dominic Saylor,2023/05/05,5,amazing game and great UI and items would recomend
Night Tenjo,2023/05/31,5,Best game Can you add more modes like boss rush or 1 hp run
Jacob Sharpe,2023/07/10,5,it's a good game with a good price
Scott Barron,2023/08/09,5,fantastic game! thank you
Caden Kunzler,2023/08/13,5,good game worth the money
Nathan Wheaton,2023/07/31,5,Just as advertised
Michael Ecklind,2023/07/07,5,good game. play it.
insert name here.,2023/07/10,5,WHY DIDN'T YOU RELEASE THIS VERSION IN THE FIRST PLACE?
lorenz krattiger,2023/07/12,5,best 5 bucks ever spent
Ciaran Hannigan,2023/07/06,5,love this game!!!
Scott Smith,2023/06/24,5,love it it's catchy
Pet Magy,2023/06/29,5,same as on steam good
Cameron Livingston,2023/07/02,5,Highly addicting game
Wyatt Brown,2023/08/07,5,Amazing 5 out of 5.
Kenji Lang,2023/06/29,2,I want refund i accidentally bought pls help
WallnutCS,2023/05/17,5,I prefer desktop version but this is great too.
Novacaines,2023/04/10,3,Fix this stupid wave 16 massive speed instant kill glitch and butcher damage then this will be a 5 star
Jorden Regan,2023/08/27,5,Love this game so much it's fun to pass the time
Francis Ste-Marie,2023/07/25,5,very nice game
Adam White,2023/03/29,5,hard as nails but very much enjoying it.
Patrick Mcgee,2023/06/25,5,BEST GAME EVER!!!!
Joseph Sinau,2023/05/08,5,nice game. same game as it's PC counterpart.
Jacob Langley,2023/05/05,5,The game is great but I would like to download mods on mobile
Bryan Brown (Bryan Brown),2023/05/22,5,Really good game from a really awesome development team
Flori,2023/05/24,5,"really cool and new game. something different from the ""*** - run"" games"
Alfredo Flores,2023/09/04,5,saves my progress
Andrew Fagin,2023/07/29,1,asking me to rate too much
YewSong Tan,2023/04/13,4,games save don't sync across devices.
Ben Shaw,2023/03/28,5,"Plays amazingly, been waiting for this game forever. Thank you so much"
Daniel Robbins,2023/04/12,5,add more stuff in the future great game no bugs from what I've seen
Chubb's Games,2023/05/29,5,fun you can really play this for a long time
Heads Overdrive,2023/06/13,1,Known bug that knocks enemies into yourself still unfixed. Ffs give refunds
Thomas Brandhöfer,2023/05/25,5,Very cool game. Definitely worth the money.
Amabelle Ruiz,2023/05/17,5,I love your game keep it up.Just keep updating
Wesley Mccrary,2023/05/24,5,The Best potato packed action a phone can get!!!
Edward Phipps,2023/05/28,5,good fun no ads great game good replayability
Miguel Valadez,2023/05/16,5,I love this game it's fun and challenging
Connor Berkebile,2023/06/03,5,"It's a fantastic game, and its game play is amazing"
Andrew Zimnukov,2023/05/19,5,"Played in steam and now on mobile, excelent game"
nt1220,2023/07/13,5,great little game. tons of fun
Daniel L,2023/06/19,5,superb bullet heaven with cute art style
Keiran Henry,2023/05/22,5,Just as good as the pc version
Matt Marshall (Matt Marshall),2023/05/22,5,so happy this is on mobile!!
TheKatMaster,2023/06/26,5,brotato more like protato
Daniel (FrEeKiLlZ),2023/06/24,5,Love this game
Liam Fitzpatrick,2023/04/05,5,"Plays great, not much more to be said. Buy it, it's worth it."
Joe Denoy,2023/04/14,5,great game! very annoying pop-up!
yogi ferdiansyah,2023/04/16,5,it is really like the PC one
James Rieger,2023/04/21,5,Very fun game. One of my favorites on Android.
Tunechi154,2023/06/18,5,NICE! Finally on mobile !!!
rich rich,2023/04/13,3,action is good controls are hard
isaac Garcia,2023/04/15,5,A really fun game could play it for hours
THEDEPRESSED LEO,2023/04/18,5,Amazing for killing time just hope they bring mod support like on sifd's video I would love to have a version of this with mods
Aaron “Asian Devil Dog” Howard,2023/11/08,5,gGreat time killer.
An Ba,2023/10/24,5,true 5 star
Spy,2023/10/19,5,Bro is a potato
Duy Phung,2023/06/11,5,Good game to release stress
Peter Molnar,2023/06/18,5,"Top game of this genre, loving it"
Owen,2023/06/04,5,"amazing, is all i can really say"
Yuainai (Yuainai),2023/06/02,5,"I can't stop playing, send help"
hellcer septim,2023/04/11,5,Been following the development of this game for a while hyped to have it on mobile platforms
Distant Sky,2023/04/20,5,"Awesome game, please more content and themed!"
Austin Earl,2023/04/28,5,Possibly the most replayable phone game.
Michael Farina,2023/03/28,5,Can't recommend this title enough. Highly recommended purchase.
Shawn Jones,2023/03/29,5,The game runs smooth and it's fun
Amin Nasir,2023/04/12,5,awesome feel... great port from PC!!!
Travis Mitchell,2023/04/16,5,Alot of fun and plenty of content.
zGrimm,2023/04/22,5,"very nice, ive loved everything about this game so far. worth the $5"
Christian Thalmann,2023/03/29,5,This is a fantastic game with a lot of replayability!
Darius Schmidt,2023/04/17,1,Butcher boss is bugged and makes it nearly impossible to finish a run
Jet Haro,2023/03/28,4,I can play this offline on my Steam. Please make it offline too🥹🥹🥹
Mr Eefung,2023/04/02,4,Pls nerf the monsters they quite op I can't get pass wave 7 other than that the game is fun
Bobby Bowersock,2023/04/13,5,loved it on pc and love it on moble
Brayden Boose,2023/04/29,5,"Very fun, glad it's on mobile now"
Dillon Thorpe,2023/04/29,5,phone controls are great
Aston Kelsey,2023/04/10,5,I love that you can play Brotato on mobile now!
Adam Kern,2023/04/13,5,Great roguelite shooter. Lots of fun!
Jared S,2023/05/12,5,love it on pc. love it on mobile!
Ian Lattea,2023/03/30,5,A really good game that's similar to vampire survivors.
Christopher Nason,2023/04/14,5,amazing for a new mobile version
Cap,2023/04/17,5,one of the best games of the last two decades.
Tyler Jusczak,2023/04/11,5,best mobile game. actually though. buy it
Hakan Bacon,2023/06/14,5,great port of a fantastic game!
Benjamin B,2023/04/11,5,Very well made and very fun to play!
Kalameada Kamiyurikai,2023/05/01,5,love the game thanks to reto and sifd
Niccolo Alessandro Cagnolati,2023/07/05,5,it's potato-in time 🔥
Jeremy Corey,2023/04/21,1,"The game is fun, but the review begging is awful."
The Gamer and his Wife,2023/05/24,5,it is a port of the pc game.
Celticpup ! (Celticpup),2023/07/13,5,great game with near endless possibilities
Andrew H,2023/04/11,5,Best ~$3 I've ever spent. 12/10!
Mauve Makita,2023/06/19,5,When will the 1.0 update from PC be ported to mobile?
J B,2023/10/23,5,poe taye toe
Mihai Bucur,2023/04/15,5,Thanks you so much because you creat the mobile game 🤗
Nexusplace,2023/06/22,1,naggs you for a vote here in the store. again and again.
Cal,2023/03/28,5,honestly pretty good no real issues especially since it just came out
